Time,rep1,rep2,rep3,rep4
101.8199,-0.06440949,-0.06295023,-0.0578259,-0.0605013
101.9399,-0.06440729,-0.06294733,-0.0578985,-0.0605511
102.0599,-0.06441159,-0.06300403,-0.0578842,-0.0605302
102.1799,-0.06435509,-0.06303153,-0.0577905,-0.0605421
102.2999,-0.06436199,-0.06299943,-0.0578135,-0.0604918
102.4199,-0.06438229,-0.06298263,-0.0578159,-0.0605347
102.5399,-0.06450659,-0.06293853,-0.0578507,-0.0604743
102.6599,-0.06439519,-0.06301113,-0.0578313,-0.0605132
102.7799,-0.06437699,-0.06304853,-0.0578103,-0.0605282
102.8999,-0.06437309,-0.06299113,-0.0578285,-0.0604816
103.0199,-0.06437639,-0.06299183,-0.0578354,-0.0604278
103.1399,-0.06451159,-0.06295843,-0.057888,-0.0606588
103.2599,-0.06444579,-0.06301343,-0.0579118,-0.0605551
103.3799,-0.06442719,-0.06302473,-0.0578464,-0.0605449
103.4999,-0.06437899,-0.06303493,-0.0578387,-0.0604683
103.6199,-0.06434969,-0.06294993,-0.0578561,-0.0604825
103.7399,-0.06442659,-0.06295573,-0.0578568,-0.0604866
103.8599,-0.06440749,-0.06296693,-0.0578957,-0.0605244
103.9799,-0.06440039,-0.06301343,-0.0579019,-0.0605101
104.0999,-0.06439449,-0.06301853,-0.057907,-0.0605059
104.2199,-0.06439439,-0.06305523,-0.0578952,-0.060484
104.3399,-0.06438759,-0.06305693,-0.0579337,-0.0604458
104.4599,-0.06442569,-0.06304683,-0.0579714,-0.0605031
104.5799,-0.06441299,-0.06305323,-0.0579677,-0.0604907
104.6999,-0.06438199,-0.06306023,-0.0579319,-0.0605144
104.8199,-0.06432159,-0.06305193,-0.0579239,-0.060479
104.9399,-0.06438949,-0.06299483,-0.0579115,-0.060474
105.0599,-0.06437199,-0.06300893,-0.0579509,-0.0604638
105.1799,-0.06439499,-0.06299363,-0.0579706,-0.0606024
105.2999,-0.06438139,-0.06308433,-0.0579407,-0.0605403
105.4199,-0.06434609,-0.06303983,-0.057948,-0.0604598
105.5399,-0.06433269,-0.06296333,-0.0579851,-0.0604259
105.6599,-0.06437359,-0.06299053,-0.0580074,-0.0604353
105.7799,-0.06446109,-0.06301833,-0.0578547,-0.0605523
105.8999,-0.06440149,-0.06307633,-0.0578372,-0.060515
106.0199,-0.06436179,-0.06306013,-0.0577937,-0.0605061
106.1399,-0.06439669,-0.06302403,-0.0578518,-0.0604733
106.2599,-0.06441359,-0.06297673,-0.0579253,-0.0604719
106.3799,-0.06445659,-0.06298923,-0.0579536,-0.0605096
106.4999,-0.06444759,-0.06300303,-0.0579559,-0.0605408
106.6199,-0.06436439,-0.06303853,-0.0579118,-0.0605052
106.7399,-0.06439969,-0.06298943,-0.057894,-0.0604722
106.8599,-0.06438639,-0.06295923,-0.0578904,-0.0604624
106.9799,-0.06442329,-0.06299673,-0.0579316,-0.0604818
107.0999,-0.06442619,-0.06301523,-0.0579328,-0.0605023
107.2199,-0.06437829,-0.06302723,-0.057852,-0.0604971
107.3399,-0.06438949,-0.06297723,-0.0578481,-0.06051
107.4599,-0.06435049,-0.06293923,-0.0578615,-0.0604755
107.5799,-0.06450089,-0.06297233,-0.0579047,-0.0604573
107.6999,-0.06454079,-0.06298473,-0.0578838,-0.0605074
107.8199,-0.06439909,-0.06301243,-0.0578807,-0.0604991
107.9399,-0.06437829,-0.06302063,-0.0578496,-0.060499
108.0599,-0.06435499,-0.06303363,-0.0578618,-0.060466
108.1799,-0.06437429,-0.06296003,-0.057903,-0.0605423
108.2999,-0.06441339,-0.06296003,-0.0578554,-0.0605139
108.4199,-0.06439639,-0.06302593,-0.0578225,-0.0605367
108.5399,-0.06435949,-0.06302963,-0.057803,-0.0605388
108.6599,-0.06433829,-0.06298223,-0.0577862,-0.0604845
108.7799,-0.06433639,-0.06295773,-0.0578618,-0.0605108
108.8999,-0.06440959,-0.06294873,-0.057875,-0.0605401
109.0199,-0.06440909,-0.06300443,-0.0578312,-0.0605695
109.1399,-0.06438469,-0.06299763,-0.0578315,-0.0605606
109.2599,-0.06436879,-0.06299153,-0.0577829,-0.0605372
109.3799,-0.06435779,-0.06303953,-0.0578422,-0.0605314
109.4999,-0.06441349,-0.06291253,-0.0578995,-0.0604815
109.6199,-0.06439819,-0.06295163,-0.0579508,-0.0605036
109.7399,-0.06442709,-0.06298403,-0.0578298,-0.0605311
109.8599,-0.06434719,-0.06297103,-0.0578197,-0.0605109
109.9799,-0.06439109,-0.06300333,-0.0578401,-0.0604496
110.0999,-0.06440319,-0.06295803,-0.0578943,-0.060469
110.2199,-0.06442129,-0.06296853,-0.0578867,-0.0604456
110.3399,-0.06439309,-0.06301113,-0.0578641,-0.0605228
110.4599,-0.06436829,-0.06301173,-0.0578192,-0.060532
110.5799,-0.06434279,-0.06297713,-0.0578749,-0.0605203
110.6999,-0.06436239,-0.06298103,-0.0580646,-0.0604507
110.8199,-0.06444279,-0.06294873,-0.0579216,-0.0604613
110.9399,-0.06441749,-0.06298353,-0.0578889,-0.0604671
111.0599,-0.06445929,-0.06301753,-0.057832,-0.0605186
111.1799,-0.06438849,-0.06297903,-0.0579465,-0.0605502
111.2999,-0.06439899,-0.06294483,-0.0579665,-0.0604805
111.4199,-0.06443509,-0.06296653,-0.0579041,-0.0604753
111.5399,-0.06446219,-0.06301263,-0.057918,-0.0604802
111.6599,-0.06443289,-0.06307193,-0.0578815,-0.0605181
111.7799,-0.06432429,-0.06300133,-0.0578198,-0.0605354
111.8999,-0.06435029,-0.06292963,-0.0578691,-0.0604548
112.0199,-0.06438149,-0.06295013,-0.0578513,-0.0604702
112.1399,-0.06443609,-0.06303033,-0.0579251,-0.0604788
112.2599,-0.06439619,-0.06301993,-0.0578869,-0.0605075
112.3799,-0.06434599,-0.06304093,-0.0578767,-0.0604946
112.4999,-0.06437039,-0.06293163,-0.0579242,-0.0604895
112.6199,-0.06436029,-0.06292953,-0.0579692,-0.060466
112.7399,-0.06454429,-0.06295983,-0.057906,-0.0604698
112.8599,-0.06441349,-0.06302323,-0.0578658,-0.0604899
112.9799,-0.06439839,-0.06299033,-0.057833,-0.0604904
113.0999,-0.06438419,-0.06297723,-0.0578428,-0.0605018
113.2199,-0.06438879,-0.06297013,-0.0579388,-0.0605004
113.3399,-0.06443799,-0.06290283,-0.0579318,-0.0604851
113.4599,-0.06449579,-0.06298003,-0.0578973,-0.0605044
113.5799,-0.06443029,-0.06301453,-0.0578468,-0.0605137
113.6999,-0.06439109,-0.06306483,-0.0578568,-0.0605092
113.8199,-0.06436279,-0.06295863,-0.057924,-0.0604699
113.9399,-0.06437629,-0.06294753,-0.0579753,-0.06046
114.0599,-0.06444819,-0.06298233,-0.0579136,-0.0605004
114.1799,-0.06441579,-0.06301573,-0.0578326,-0.0605073
114.2999,-0.06436599,-0.06301883,-0.0578666,-0.0605146
114.4199,-0.06435639,-0.06305383,-0.0578757,-0.0604981
114.5399,-0.06437509,-0.06303353,-0.0578713,-0.0604889
114.6599,-0.06443189,-0.06297133,-0.057876,-0.0604652
114.7799,-0.06447699,-0.06302513,-0.0578433,-0.0604954
114.8999,-0.06436479,-0.06299333,-0.057824,-0.0605218
115.0199,-0.06433299,-0.06293423,-0.0578287,-0.0605042
115.1399,-0.06435139,-0.06291473,-0.0578609,-0.0604358
115.2599,-0.06440989,-0.06293993,-0.0578635,-0.0604563
115.3799,-0.06439199,-0.06298153,-0.0578576,-0.0604888
115.4999,-0.06439859,-0.06300093,-0.0578366,-0.0605433
115.6199,-0.06436719,-0.06294653,-0.0578377,-0.0605098
115.7399,-0.06436359,-0.06292703,-0.0578887,-0.0604715
115.8599,-0.06437139,-0.06292863,-0.0578724,-0.0604612
115.9799,-0.06453749,-0.06298553,-0.0578456,-0.0604355
116.0999,-0.06446179,-0.06300423,-0.0578013,-0.0605087
116.2199,-0.06438999,-0.06300763,-0.0578516,-0.0605273
116.3399,-0.06436639,-0.06294573,-0.0579328,-0.0604869
116.4599,-0.06436549,-0.06293013,-0.057938,-0.060458
116.5799,-0.06448179,-0.06297533,-0.0579104,-0.0605109
116.6999,-0.06447569,-0.06297483,-0.0578982,-0.060508
116.8199,-0.06445719,-0.06296033,-0.0578957,-0.0605018
116.9399,-0.06438959,-0.06293383,-0.0578885,-0.0605208
117.0599,-0.06441029,-0.06292773,-0.057926,-0.0604867
117.1799,-0.06443889,-0.06295153,-0.0579276,-0.060631
117.2999,-0.06442419,-0.06294923,-0.0579804,-0.0605547
117.4199,-0.06445309,-0.06293723,-0.0580681,-0.0605022
117.5399,-0.06443129,-0.06289103,-0.057885,-0.060491
117.6599,-0.06442729,-0.06293063,-0.0579371,-0.0604629
117.7799,-0.06452669,-0.06290313,-0.0579219,-0.0605019
117.8999,-0.06451899,-0.06297333,-0.05786,-0.0605394
118.0199,-0.06447579,-0.06300433,-0.0578463,-0.0606207
118.1399,-0.06438709,-0.06301083,-0.057843,-0.060596
118.2599,-0.06442519,-0.06306203,-0.0578835,-0.060612
118.3799,-0.06455389,-0.06305753,-0.0579,-0.0605694
118.4999,-0.06453189,-0.06295663,-0.0578868,-0.0604797
118.6199,-0.06451179,-0.06301543,-0.057877,-0.0605282
118.7399,-0.06450589,-0.06296993,-0.057871,-0.0605837
118.8599,-0.06439359,-0.06293283,-0.057911,-0.0605574
118.9799,-0.06439989,-0.06293563,-0.0579443,-0.0605238
119.0999,-0.06442869,-0.06295113,-0.0579101,-0.0605099
119.2199,-0.06442859,-0.06296573,-0.0578118,-0.0605278
119.3399,-0.06441679,-0.06296823,-0.0578582,-0.0605631
119.4599,-0.06438879,-0.06292563,-0.0578944,-0.0605592
119.5799,-0.06437639,-0.06296133,-0.0579121,-0.0605157
119.6999,-0.06442769,-0.06292513,-0.0578783,-0.0604961
119.8199,-0.06446459,-0.06294873,-0.0578201,-0.060496
119.9399,-0.06443069,-0.06295753,-0.0578533,-0.0605175
