Time,rep1,rep2,rep3,rep4,rep5
83.93992,-0.07828782,-0.07531944,-0.0740435,-0.06826466,-0.07127938
84.05992,-0.07832512,-0.07530174,-0.0741145,-0.06833126,-0.07126188
84.17992,-0.07833592,-0.07527194,-0.0741681,-0.06835096,-0.07125878
84.29992,-0.07837962,-0.07524794,-0.0741596,-0.06835406,-0.07129798
84.41992,-0.07835652,-0.07525874,-0.0741493,-0.06835226,-0.07125228
84.53992,-0.07826332,-0.07532664,-0.0740957,-0.06829616,-0.07128338
84.65992,-0.07824192,-0.07528074,-0.0741486,-0.06827986,-0.07122378
84.77992,-0.07827952,-0.07526024,-0.0741547,-0.06838216,-0.07119088
84.89992,-0.07837722,-0.07523494,-0.0741545,-0.06839136,-0.07128248
85.01991,-0.07834872,-0.07523474,-0.0741762,-0.06835876,-0.07126798
85.13991,-0.07835682,-0.07528144,-0.0741252,-0.06833336,-0.07128048
85.25991,-0.07828452,-0.07529504,-0.0740882,-0.06835806,-0.07123648
85.37991,-0.07827622,-0.07524674,-0.0741464,-0.06838526,-0.07124148
85.49991,-0.07834272,-0.07520954,-0.0741861,-0.06835876,-0.07121998
85.61991,-0.07834812,-0.07523064,-0.0741835,-0.06837486,-0.07124638
85.73991,-0.07838942,-0.07521334,-0.0740967,-0.06835526,-0.07128008
85.85991,-0.07837102,-0.07527994,-0.074051,-0.06841826,-0.07123298
85.97991,-0.07825162,-0.07526874,-0.0741196,-0.06832116,-0.07117248
86.09991,-0.07830222,-0.07518724,-0.0741587,-0.06837426,-0.07118288
86.21991,-0.07832732,-0.07520094,-0.0741321,-0.06840696,-0.07124498
86.33991,-0.07834992,-0.07524204,-0.0741357,-0.06835266,-0.07124378
86.45991,-0.07830622,-0.07532524,-0.0741341,-0.06834946,-0.07123268
86.57991,-0.07833632,-0.07524874,-0.0741347,-0.06834526,-0.07118828
86.69991,-0.07833752,-0.07523494,-0.0741919,-0.06840166,-0.07120798
86.81991,-0.07842312,-0.07523914,-0.0742019,-0.06838096,-0.07126478
86.93991,-0.07842042,-0.07527244,-0.0741472,-0.06838296,-0.07138188
87.05991,-0.07827642,-0.07533354,-0.0741241,-0.06832616,-0.07127908
87.17991,-0.07829682,-0.07532814,-0.0741425,-0.06834946,-0.07121748
87.29991,-0.07831902,-0.07533794,-0.0741781,-0.06838246,-0.07122348
87.41991,-0.07840532,-0.07531744,-0.0741907,-0.06840626,-0.07124228
87.53991,-0.07842582,-0.07527724,-0.0741473,-0.06835816,-0.07130388
87.65991,-0.07841292,-0.07534014,-0.0740782,-0.06834106,-0.07123698
87.77991,-0.07826782,-0.07529674,-0.0740848,-0.06834066,-0.07119788
87.89991,-0.07832272,-0.07529144,-0.0741387,-0.06838246,-0.07116138
88.01991,-0.07835342,-0.07521464,-0.0741727,-0.06839196,-0.07119918
88.13991,-0.07836242,-0.07522874,-0.0741812,-0.06841776,-0.07122088
88.25991,-0.07835152,-0.07523804,-0.0741328,-0.06833246,-0.07122298
88.37991,-0.07828062,-0.07528804,-0.074144,-0.06832736,-0.07118908
88.49991,-0.07831262,-0.07533484,-0.0741537,-0.06835496,-0.07115198
88.61991,-0.07830792,-0.07529654,-0.0743058,-0.06840266,-0.07119418
88.73991,-0.07832042,-0.07523814,-0.0741547,-0.06843556,-0.07119718
88.85991,-0.07831662,-0.07528914,-0.0741612,-0.06840996,-0.07123458
88.97991,-0.07826452,-0.07534254,-0.074089,-0.06834536,-0.07120618
89.09991,-0.07826932,-0.07531234,-0.0741335,-0.06831386,-0.07117748
89.21991,-0.07828382,-0.07532644,-0.0742079,-0.06839186,-0.07116318
89.33991,-0.07829042,-0.07523964,-0.0742397,-0.06842216,-0.07118298
89.45991,-0.07832542,-0.07525584,-0.0741945,-0.06842476,-0.07125578
89.57991,-0.07834002,-0.07531364,-0.0741856,-0.06831796,-0.07125858
89.69991,-0.07823412,-0.07528524,-0.0741842,-0.06834036,-0.07121448
89.81991,-0.07824172,-0.07533024,-0.0742244,-0.06839066,-0.07117228
89.93991,-0.07829402,-0.07525074,-0.0742288,-0.06840056,-0.07117708
90.05991,-0.07831372,-0.07525064,-0.0742061,-0.06838836,-0.07127018
90.17991,-0.07825702,-0.07526954,-0.0741614,-0.06844806,-0.07127178
90.29991,-0.07826902,-0.07527704,-0.0741969,-0.06833396,-0.07124548
90.41991,-0.07827182,-0.07529464,-0.0742649,-0.06835016,-0.07121818
90.53991,-0.07832682,-0.07532844,-0.0742215,-0.06837886,-0.07122398
90.65991,-0.07833732,-0.07527134,-0.0742059,-0.06838526,-0.07127588
90.77991,-0.07829942,-0.07527574,-0.0741685,-0.06838516,-0.07127308
90.89991,-0.07835722,-0.07532334,-0.0741732,-0.06846836,-0.07127168
91.01991,-0.07825842,-0.07531404,-0.0741721,-0.06829706,-0.07129928
91.13991,-0.07832482,-0.07529984,-0.0742195,-0.06839316,-0.07121858
91.25991,-0.07831062,-0.07523064,-0.0742131,-0.06841706,-0.07124178
91.37991,-0.07840712,-0.07529154,-0.0741449,-0.06837306,-0.07126638
91.49991,-0.07825892,-0.07531014,-0.0741551,-0.06834186,-0.07125908
91.61991,-0.07825962,-0.07523144,-0.0741452,-0.06829966,-0.07123268
91.73991,-0.07828322,-0.07528374,-0.0742145,-0.06834826,-0.07122498
91.85991,-0.07829142,-0.07520024,-0.0741975,-0.06836706,-0.07119938
91.97991,-0.07831512,-0.07520164,-0.074185,-0.06835726,-0.07141108
92.09991,-0.07827602,-0.07520794,-0.0741504,-0.06835676,-0.07128448
92.21991,-0.07827702,-0.07530604,-0.0741826,-0.06829536,-0.07125008
92.33991,-0.07830482,-0.07529944,-0.074189,-0.06832946,-0.07124018
92.45991,-0.07833612,-0.07532904,-0.074238,-0.06839076,-0.07125418
92.57991,-0.07834702,-0.07538674,-0.0742374,-0.06838296,-0.07132538
92.69991,-0.07833882,-0.07520784,-0.0741436,-0.06836986,-0.07130468
92.81991,-0.07828512,-0.07528094,-0.074138,-0.06831006,-0.07132498
92.93991,-0.07827892,-0.07525644,-0.0741668,-0.06832046,-0.07131408
93.05991,-0.07835282,-0.07527294,-0.0741785,-0.06837566,-0.07130018
93.17991,-0.07836362,-0.07527674,-0.0741939,-0.06840186,-0.07126628
93.29991,-0.07835422,-0.07517454,-0.0741999,-0.06835836,-0.07129488
93.41991,-0.07826222,-0.07527364,-0.074208,-0.06831576,-0.07129518
93.53991,-0.07829082,-0.07526724,-0.0741604,-0.06832386,-0.07126308
93.65991,-0.07832102,-0.07537564,-0.0743235,-0.06835796,-0.07119568
93.77991,-0.07833362,-0.07523364,-0.0742541,-0.06836266,-0.07123948
93.89991,-0.07837092,-0.07515744,-0.0742016,-0.06836346,-0.07127148
94.01991,-0.07834832,-0.07517634,-0.0741354,-0.06830156,-0.07127658
94.13991,-0.07833262,-0.07521434,-0.0740904,-0.06832116,-0.07126048
94.25991,-0.07842812,-0.07521014,-0.0741912,-0.06832246,-0.07121568
94.37991,-0.07839242,-0.07516704,-0.0741799,-0.06836226,-0.07135428
94.49991,-0.07834842,-0.07516524,-0.0741676,-0.06836516,-0.07130598
94.61991,-0.07832612,-0.07517854,-0.0741524,-0.06832186,-0.07126098
94.73991,-0.07828532,-0.07518564,-0.0741294,-0.06828836,-0.07124318
94.85991,-0.07829452,-0.07522614,-0.0741694,-0.06828606,-0.07121118
94.9799,-0.07834732,-0.07519334,-0.0742369,-0.06834296,-0.07124048
95.0999,-0.07830702,-0.07517154,-0.0742378,-0.06836666,-0.07129848
95.2199,-0.07830722,-0.07518164,-0.0741957,-0.06838506,-0.07128338
95.3399,-0.07831812,-0.07521684,-0.074183,-0.06833226,-0.07131388
95.4599,-0.07827182,-0.07522604,-0.0741855,-0.06833546,-0.07162138
95.5799,-0.07830832,-0.07523244,-0.0742447,-0.06835456,-0.07208838
95.6999,-0.07831672,-0.07519944,-0.0742277,-0.06836706,-0.07200828
95.8199,-0.07832172,-0.07517144,-0.0742047,-0.06838776,-0.07182968
95.9399,-0.07841842,-0.07516414,-0.0741694,-0.06840616,-0.07158368
96.0599,-0.07829922,-0.07520344,-0.0741777,-0.06835186,-0.07159308
96.1799,-0.07827302,-0.07520394,-0.0742503,-0.06830936,-0.07155558
96.2999,-0.07834392,-0.07522874,-0.0742602,-0.06833456,-0.07157568
96.4199,-0.07830172,-0.07520624,-0.0742451,-0.06835296,-0.07155318
96.5399,-0.07829212,-0.07516554,-0.0741996,-0.06838316,-0.07151598
96.6599,-0.07825432,-0.07515894,-0.0742123,-0.06836826,-0.07144628
96.7799,-0.07826732,-0.07521574,-0.0742207,-0.06836686,-0.07146378
96.8999,-0.07834182,-0.07519744,-0.0742321,-0.06840056,-0.07157298
97.0199,-0.07831182,-0.07521004,-0.074236,-0.06838736,-0.07150898
97.1399,-0.07828132,-0.07518944,-0.0742016,-0.06832386,-0.07159468
97.2599,-0.07827172,-0.07531004,-0.0742141,-0.06827176,-0.07150618
97.3799,-0.07828432,-0.07524124,-0.0742279,-0.06830116,-0.07122238
97.4999,-0.07832842,-0.07517454,-0.074305,-0.06833016,-0.07127178
97.6199,-0.07840232,-0.07527044,-0.0742378,-0.06835086,-0.07139128
97.7399,-0.07827922,-0.07513134,-0.0741996,-0.06832146,-0.07127518
97.8599,-0.07824622,-0.07515264,-0.07418,-0.06828626,-0.07131418
97.9799,-0.07822522,-0.07521704,-0.0741886,-0.06827446,-0.07172198
98.0999,-0.07824952,-0.07523714,-0.0742307,-0.06829296,-0.07187718
98.2199,-0.07828572,-0.07526414,-0.0742709,-0.06835836,-0.07234168
98.3399,-0.07825052,-0.07520054,-0.074232,-0.06835266,-0.07178238
98.4599,-0.07821772,-0.07521884,-0.074206,-0.06825926,-0.07204768
98.5799,-0.07821132,-0.07524644,-0.0742172,-0.06821876,-0.07186528
98.6999,-0.07822722,-0.07530014,-0.0742677,-0.06824746,-0.07155828
98.8199,-0.07826892,-0.07523524,-0.0743115,-0.06831276,-0.07169188
98.9399,-0.07825592,-0.07520624,-0.0742919,-0.06833086,-0.07186648
99.0599,-0.07824622,-0.07521964,-0.0741481,-0.06832406,-0.07197998
99.1799,-0.07822452,-0.07523904,-0.0741654,-0.06830106,-0.07193558
99.2999,-0.07820612,-0.07528744,-0.0742396,-0.06828646,-0.07180988
99.4199,-0.07824622,-0.07524784,-0.0743042,-0.06831996,-0.07177448
99.5399,-0.07827362,-0.07526244,-0.0743269,-0.06835976,-0.07171438
99.6599,-0.07821342,-0.07524584,-0.0742396,-0.06832226,-0.07163158
99.7799,-0.07820552,-0.07522034,-0.0742458,-0.06828256,-0.07143918
99.8999,-0.07818272,-0.07525844,-0.07425,-0.06827016,-0.07119308
100.0199,-0.07823552,-0.07526254,-0.0743037,-0.06827936,-0.07150838
100.1399,-0.07826872,-0.07524504,-0.0742539,-0.06833036,-0.07139608
100.2599,-0.07828742,-0.07519654,-0.0742718,-0.06833216,-0.07188818
100.3799,-0.07821112,-0.07521184,-0.0742167,-0.06831456,-0.07181758
100.4999,-0.07821132,-0.07523144,-0.0741946,-0.06826626,-0.07146888
100.6199,-0.07821382,-0.07527274,-0.0742681,-0.06827456,-0.07144998
100.7399,-0.07827102,-0.07529244,-0.0742465,-0.06831316,-0.07118768
100.8599,-0.07826632,-0.07520584,-0.0742452,-0.06832486,-0.07125488
100.9799,-0.07830352,-0.07524394,-0.0742178,-0.06831046,-0.07121478
101.0999,-0.07819922,-0.07521244,-0.0742,-0.06835476,-0.07118398
101.2199,-0.07822742,-0.07530874,-0.0742412,-0.06830956,-0.07114508
101.3399,-0.07833292,-0.07531194,-0.0742909,-0.06827396,-0.07117208
101.4599,-0.07828942,-0.07530504,-0.0742864,-0.06829536,-0.07122138
101.5799,-0.07827562,-0.07520834,-0.0742611,-0.06833076,-0.07124718
101.6999,-0.07830102,-0.07516984,-0.0742222,-0.06823806,-0.07141518
101.8199,-0.07830862,-0.07527954,-0.0742113,-0.06824036,-0.07117398
101.9399,-0.07829102,-0.07527294,-0.0742829,-0.06822776,-0.07116468
102.0599,-0.07827572,-0.07529644,-0.0742415,-0.06830686,-0.07114518
102.1799,-0.07828722,-0.07525644,-0.0742338,-0.06831796,-0.07121878
102.2999,-0.07822882,-0.07525974,-0.0742231,-0.06823756,-0.07138328
102.4199,-0.07826022,-0.07529194,-0.0742275,-0.06820166,-0.07119328
102.5399,-0.07832932,-0.07531714,-0.074277,-0.06826056,-0.07115158
102.6599,-0.07834542,-0.07535434,-0.0742152,-0.06831756,-0.07123918
102.7799,-0.07830572,-0.07534084,-0.0742003,-0.06830176,-0.07122928
102.8999,-0.07830312,-0.07522994,-0.0741392,-0.06828376,-0.07141138
103.0199,-0.07824372,-0.07522404,-0.0741622,-0.06827746,-0.07145668
103.1399,-0.07824132,-0.07526784,-0.0742251,-0.06824546,-0.07139948
103.2599,-0.07847542,-0.07526104,-0.0742281,-0.06829346,-0.07144708
103.3799,-0.07834062,-0.07526074,-0.0742441,-0.06829416,-0.07148218
103.4999,-0.07824792,-0.07524604,-0.0741617,-0.06826276,-0.07147018
103.6199,-0.07822662,-0.07521504,-0.0741771,-0.06820176,-0.07150438
103.7399,-0.07821292,-0.07527654,-0.0741677,-0.06823886,-0.07143658
103.8599,-0.07828662,-0.07530394,-0.0742255,-0.06824586,-0.07143868
103.9799,-0.07836702,-0.07527654,-0.0744179,-0.06830356,-0.07141908
104.0999,-0.07830182,-0.07524714,-0.074209,-0.06826816,-0.07147348
104.2199,-0.07828202,-0.07525414,-0.0741566,-0.06826096,-0.07144608
104.3399,-0.07829192,-0.07528304,-0.0741822,-0.06834686,-0.07121268
104.4599,-0.07828832,-0.07531654,-0.0742371,-0.06822086,-0.07125958
104.5799,-0.07832452,-0.07529324,-0.0742299,-0.06826776,-0.07135288
104.6999,-0.07837082,-0.07527634,-0.0741034,-0.06826886,-0.07142368
104.8199,-0.07821712,-0.07525154,-0.0741026,-0.06824096,-0.07125068
104.9399,-0.07820272,-0.07525674,-0.0740837,-0.06824306,-0.07126958
105.0599,-0.07821892,-0.07527534,-0.0741319,-0.06827406,-0.07143768
105.1799,-0.07824942,-0.07529004,-0.0741765,-0.06837026,-0.07131228
105.2999,-0.07829812,-0.07527754,-0.074122,-0.06833156,-0.07122948
105.4199,-0.07826332,-0.07525334,-0.074088,-0.06828556,-0.07119208
105.5399,-0.07824162,-0.07523044,-0.0740702,-0.06819186,-0.07119768
105.6599,-0.07827712,-0.07528304,-0.0741391,-0.06824756,-0.07125308
105.7799,-0.07830772,-0.07527994,-0.0742046,-0.06823406,-0.07155218
105.8999,-0.07830232,-0.07527034,-0.074196,-0.06832106,-0.07131398
106.0199,-0.07830022,-0.07525694,-0.0741102,-0.06827356,-0.07120528
106.1399,-0.07828022,-0.07524794,-0.0741277,-0.06831016,-0.07115418
106.2599,-0.07817892,-0.07528164,-0.0741561,-0.06819236,-0.07114668
106.3799,-0.07822812,-0.07531384,-0.0742214,-0.06820426,-0.07116288
106.4999,-0.07825162,-0.07530724,-0.0742025,-0.06827776,-0.07123378
106.6199,-0.07824062,-0.07524134,-0.0741588,-0.06824926,-0.07118568
106.7399,-0.07823182,-0.07520284,-0.074141,-0.06825786,-0.07117178
106.8599,-0.07827662,-0.07523584,-0.0741675,-0.06819496,-0.07117258
106.9799,-0.07824772,-0.07528374,-0.0742032,-0.06819606,-0.07132968
107.0999,-0.07826132,-0.07524734,-0.0742053,-0.06824896,-0.07147528
107.2199,-0.07829372,-0.07525704,-0.0741775,-0.06829236,-0.07141748
107.3399,-0.07818122,-0.07524314,-0.0740844,-0.06823956,-0.07131228
107.4599,-0.07822322,-0.07521544,-0.0741114,-0.06820666,-0.07127788
107.5799,-0.07824572,-0.07523874,-0.0742162,-0.06820066,-0.07137188
107.6999,-0.07827162,-0.07525374,-0.0741253,-0.06819326,-0.07122508
107.8199,-0.07827002,-0.07536994,-0.0741117,-0.06827146,-0.07129138
107.9399,-0.07819672,-0.07522724,-0.0740516,-0.06825556,-0.07114518
108.0599,-0.07821132,-0.07519274,-0.0741458,-0.06819986,-0.07124958
108.1799,-0.07820952,-0.07527174,-0.0741407,-0.06819506,-0.07114858
108.2999,-0.07827442,-0.07524614,-0.0741363,-0.06818376,-0.07114378
108.4199,-0.07826792,-0.07525874,-0.0741408,-0.06820396,-0.07124558
108.5399,-0.07825132,-0.07525324,-0.0740731,-0.06824516,-0.07125038
108.6599,-0.07824132,-0.07524674,-0.0740243,-0.06819466,-0.07126058
108.7799,-0.07820162,-0.07526364,-0.0740706,-0.06818886,-0.07120928
108.8999,-0.07822902,-0.07530414,-0.0741485,-0.06818596,-0.07120088
109.0199,-0.07829652,-0.07527574,-0.0742399,-0.06820866,-0.07125098
109.1399,-0.07825592,-0.07528854,-0.0741742,-0.06823556,-0.07129178
109.2599,-0.07822012,-0.07523714,-0.0740918,-0.06825406,-0.07137718
109.3799,-0.07824472,-0.07525584,-0.0741297,-0.06816836,-0.07117508
109.4999,-0.07825232,-0.07528134,-0.0741577,-0.06814586,-0.07142528
109.6199,-0.07827332,-0.07528104,-0.0741358,-0.06817836,-0.07132718
109.7399,-0.07827522,-0.07529134,-0.0741298,-0.06823896,-0.07149608
109.8599,-0.07834112,-0.07521074,-0.0740456,-0.06821596,-0.07125678
109.9799,-0.07818922,-0.07520304,-0.0740925,-0.06815426,-0.07118118
110.0999,-0.07823052,-0.07525564,-0.0741142,-0.06815516,-0.07125278
110.2199,-0.07824672,-0.07530594,-0.0741709,-0.06817346,-0.07124358
110.3399,-0.07828642,-0.07526764,-0.0742143,-0.06818066,-0.07127428
110.4599,-0.07827262,-0.07521144,-0.074068,-0.06824426,-0.07122968
110.5799,-0.07824122,-0.07521544,-0.0740614,-0.06821786,-0.07140358
110.6999,-0.07820562,-0.07523044,-0.0740804,-0.06813846,-0.07138788
110.8199,-0.07831162,-0.07528884,-0.0741682,-0.06814786,-0.07127098
110.9399,-0.07827252,-0.07527254,-0.0742151,-0.06819256,-0.07130408
111.0599,-0.07830252,-0.07526934,-0.0741027,-0.06822146,-0.07129398
111.1799,-0.07832322,-0.07521104,-0.0741635,-0.06832826,-0.07125918
111.2999,-0.07826622,-0.07524554,-0.0741714,-0.06826296,-0.07121568
111.4199,-0.07825542,-0.07522304,-0.074195,-0.06815536,-0.07120288
111.5399,-0.07828592,-0.07528924,-0.0741437,-0.06818966,-0.07121338
111.6599,-0.07827362,-0.07525154,-0.0741767,-0.06820526,-0.07126478
111.7799,-0.07828922,-0.07521144,-0.0740673,-0.06820426,-0.07130158
111.8999,-0.07825992,-0.07523034,-0.07401,-0.06813996,-0.07143978
112.0199,-0.07825072,-0.07525824,-0.074122,-0.06813656,-0.07148108
112.1399,-0.07830422,-0.07526394,-0.0741298,-0.06813386,-0.07191368
112.2599,-0.07826862,-0.07526724,-0.0741271,-0.06828036,-0.07184588
112.3799,-0.07827872,-0.07524844,-0.0740933,-0.06834186,-0.07185928
112.4999,-0.07822032,-0.07521954,-0.0741316,-0.06833086,-0.07129688
112.6199,-0.07828582,-0.07521304,-0.0742775,-0.06816896,-0.07123678
112.7399,-0.07833372,-0.07534404,-0.0741691,-0.06813916,-0.07121808
112.8599,-0.07833852,-0.07546054,-0.0741123,-0.06823876,-0.07120488
112.9799,-0.07847332,-0.07529014,-0.0740908,-0.06823226,-0.07128598
113.0999,-0.07855112,-0.07518644,-0.0741047,-0.06825176,-0.07126398
113.2199,-0.07844672,-0.07517934,-0.0740825,-0.06819496,-0.07118868
113.3399,-0.07832202,-0.07527494,-0.0741538,-0.06816346,-0.07131288
113.4599,-0.07829252,-0.07532264,-0.0741165,-0.06820036,-0.07121358
113.5799,-0.07833612,-0.07540064,-0.0740956,-0.06825166,-0.07124258
113.6999,-0.07833682,-0.07528254,-0.074063,-0.06827816,-0.07120718
113.8199,-0.07835672,-0.07519694,-0.0740497,-0.06822246,-0.07119578
113.9399,-0.07835702,-0.07520314,-0.0740519,-0.06819606,-0.07116858
114.0599,-0.07836672,-0.07525904,-0.0740716,-0.06816676,-0.07125568
114.1799,-0.07836842,-0.07524504,-0.0740997,-0.06824426,-0.07124948
114.2999,-0.07831392,-0.07524914,-0.0739977,-0.06821516,-0.07120598
114.4199,-0.07831062,-0.07518464,-0.0740095,-0.06821526,-0.07121648
114.5399,-0.07832722,-0.07521354,-0.0740313,-0.06817406,-0.07118008
114.6599,-0.07836302,-0.07528574,-0.0740459,-0.06816976,-0.07128728
114.7799,-0.07832602,-0.07525814,-0.0741028,-0.06820946,-0.07128178
114.8999,-0.07837972,-0.07526364,-0.0740633,-0.06819636,-0.07125628
115.0199,-0.07831922,-0.07522814,-0.0740649,-0.06817496,-0.07125928
115.1399,-0.07828772,-0.07520744,-0.0740342,-0.06820086,-0.07129438
115.2599,-0.07836852,-0.07523924,-0.074131,-0.06818196,-0.07136618
115.3799,-0.07838842,-0.07524744,-0.0741221,-0.06819786,-0.07126808
115.4999,-0.07836732,-0.07526264,-0.0740454,-0.06825646,-0.07133468
115.6199,-0.07833302,-0.07525034,-0.0740753,-0.06828126,-0.07131138
115.7399,-0.07833462,-0.07523704,-0.0740367,-0.06816046,-0.07132078
115.8599,-0.07830062,-0.07525604,-0.0741075,-0.06811266,-0.07136168
115.9799,-0.07836892,-0.07528584,-0.074114,-0.06812936,-0.07144048
116.0999,-0.07835652,-0.07529144,-0.0740576,-0.06823356,-0.07144338
116.2199,-0.07841052,-0.07528524,-0.0740458,-0.06823336,-0.07123348
116.3399,-0.07830432,-0.07520444,-0.074068,-0.06830936,-0.07124018
116.4599,-0.07832902,-0.07522364,-0.0741356,-0.06818916,-0.07129778
116.5799,-0.07835802,-0.07522274,-0.0740926,-0.06813496,-0.07126838
116.6999,-0.07836122,-0.07523984,-0.0740966,-0.06815556,-0.07149228
116.8199,-0.07833392,-0.07525884,-0.0740182,-0.06817456,-0.07135488
116.9399,-0.07832472,-0.07522144,-0.0740449,-0.06818906,-0.07138938
117.0599,-0.07834762,-0.07520344,-0.0740592,-0.06814526,-0.07130478
117.1799,-0.07839542,-0.07523494,-0.0740832,-0.06810506,-0.07130928
117.2999,-0.07836592,-0.07528214,-0.0740665,-0.06811416,-0.07134328
117.4199,-0.07837012,-0.07524294,-0.0740034,-0.06813056,-0.07136978
117.5399,-0.07835282,-0.07518534,-0.0740251,-0.06821216,-0.07145748
117.6599,-0.07833032,-0.07519604,-0.0740931,-0.06816776,-0.07158318
117.7799,-0.07837192,-0.07519014,-0.0740012,-0.06815076,-0.07150028
117.8999,-0.07836792,-0.07534654,-0.0740652,-0.06809696,-0.07137398
118.0199,-0.07841962,-0.07525284,-0.0740221,-0.06808496,-0.07123478
118.1399,-0.07836782,-0.07517694,-0.0740159,-0.06815486,-0.07128528
118.2599,-0.07833442,-0.07517234,-0.0739899,-0.06819896,-0.07130928
118.3799,-0.07836352,-0.07517364,-0.0740646,-0.06812406,-0.07150708
118.4999,-0.07842372,-0.07524444,-0.0740422,-0.06812486,-0.07156408
118.6199,-0.07842312,-0.07527374,-0.0739834,-0.06814946,-0.07158938
118.7399,-0.07838142,-0.07527374,-0.0740084,-0.06819806,-0.07155268
118.8599,-0.07837062,-0.07518524,-0.0740001,-0.06816706,-0.07149928
118.9799,-0.07835812,-0.07517054,-0.0740755,-0.06812176,-0.07130978
119.0999,-0.07840332,-0.07524094,-0.0740613,-0.06812136,-0.07121178
119.2199,-0.07843272,-0.07524594,-0.0741501,-0.06811856,-0.07124728
119.3399,-0.07841452,-0.07524604,-0.0739701,-0.06819276,-0.07142088
119.4599,-0.07836092,-0.07522604,-0.0740112,-0.06820356,-0.07133888
119.5799,-0.07838932,-0.07523204,-0.0739607,-0.06816756,-0.07136808
119.6999,-0.07846982,-0.07545224,-0.0740285,-0.06811016,-0.07129418
119.8199,-0.07844022,-0.07596544,-0.0740334,-0.06811156,-0.07127478
119.9399,-0.07843032,-0.07604624,-0.0739613,-0.06815146,-0.07129288
